video_name,channel_name,channel_id,date,region_code,category_Id,category,view,like,comment,channel_subscribers,channel_videoCount,popularity_%,engagement_%,growth_%,duration(sec),country,country_code
قطر تهدد بمراجعة استثماراتها في لندن بعد حظر الإعلانات,BBC News عربي,UCelk6aHijZq-GJBBB9YpReA,2022-11-28,DZ,25,News & Politics,699705,9857.0,1501.0,10500000,36304,1.41,0.21,6.66,385,Algeria,DZA
"Billie Eilish: Same Interview, The Sixth Year | Vanity Fair",Vanity Fair,UCIsbLox_y9dCIMLd8tdC6qg,2022-11-28,DZ,24,Entertainment,4653396,326565.0,12727.0,3910000,2554,7.02,0.27,119.01,1279,Algeria,DZA
[2022 MAMA] IVE&Kep1er&NMIXX&LE SSERAFIM&NewJeans - CHEER UP | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29,DZ,20,Gaming,2822535,187140.0,7209.0,20000000,29735,6.63,0.26,14.11,197,Algeria,DZA
Cheb Mirou 2022 Ft Mounder vegas [ Hchouma -حشومة] Cover Mouh Milano,Cheb Mirou,UCRLRgClEsy6FMS5VMFKyOSQ,2022-11-25,DZ,10,Music,324104,4695.0,115.0,207000,65,1.45,0.04,156.57,262,Algeria,DZA
علقت العيلة كلها ببعضها عشان تدافع عن امها وتكذب ريالها المسكين😱مقاطع من مسلسل الحب الحلال,شوف دراما الخليجية - Shoof Drama Alkhalijiyya,UCx4JyTCSnAL0Ui-sdOsBMJQ,2022-11-28,DZ,1,Film & Animation,132155,1774.0,26.0,566000,1307,1.34,0.02,23.35,587,Algeria,DZA
لعبة فري فاير لايت صدمتني …! 🥲🔥,Ali Omar,UCJhAZAK6t92znGV9tMuy7eQ,2022-11-27,DZ,20,Gaming,238830,31299.0,2507.0,5210000,771,13.11,1.05,4.58,575,Algeria,DZA
مطبخ ام وليد/اللي يحب الوصفات اللي سهلة و بنينة بذوق الشوكولا بطبقات تحفة تبع الفيديو للاخير تحفة 😍.,Oum Walid,UCVXD2kNki3rfLMhF8uNIcBQ,2022-11-28,DZ,27,Education,306653,20814.0,1278.0,11200000,1568,6.79,0.42,2.74,595,Algeria,DZA
L'Wew - Gta ft. Didine Canon 16  (Omerta Crew) Prod by kays Beatz,L'Wew,UC8RDuu-GrBfRH34xZfhtM9g,2022-11-24,DZ,10,Music,1524351,62162.0,2987.0,151000,30,4.08,0.2,1009.5,218,Algeria,DZA
عزومة نص الليل🤑صحيتهم وفاجئتهم بالمحمر والمشمر😋(صنعنا الفرحة 🥰),يوميات ام زياد,UCUrPw917GvHIlxFQfhouqnw,2022-11-28,DZ,24,Entertainment,349752,34299.0,491.0,1590000,397,9.81,0.14,22.0,847,Algeria,DZA
🎈😱.. سجنت اخواتي في غرفة كلها بالون!! تخانقوا,Sherin Amara,UCJpTKAPjRh-ThyHXN6r7kxg,2022-11-26,DZ,23,Comedy,933691,55552.0,1540.0,6270000,210,5.95,0.16,14.89,928,Algeria,DZA
أجواء كأس العالم - كشفت كواليس حفل الافتتاح 😮🔎,الغافري QQQ,UCeriWoRVWMHXBbo-FNG-0GQ,2022-11-26,DZ,24,Entertainment,1446425,132971.0,3401.0,2030000,36,9.19,0.24,71.25,1067,Algeria,DZA
عصام جمعة  : حنبعل ياخو 100 مليون كي يلعب مع المنتخب و هذا الخلاف إلي صار بين الملاعبية في الماتش,Radio IFM,UCvPW0VhnTcxYjWIxCvMlw2Q,2022-11-28,DZ,24,Entertainment,114066,1348.0,299.0,1140000,34752,1.18,0.26,10.01,2816,Algeria,DZA
ميسي غير 🔥 والحكم قتل المنتخب السعودي 😡 وهذه مشكلة المنتخب التونسي !,محمد عدنان Mohamad Adnan,UCxUPU7lI249SW_j5WgByJRA,2022-11-27,DZ,17,Sports,1902482,312370.0,5768.0,6060000,213,16.42,0.3,31.39,731,Algeria,DZA
انا مرتبطة 🌚,Toty Tube,UC9DPLKh6uggz4ptPj5VBg_w,2022-11-29,EG,24,Entertainment,171139,15710.0,758.0,777000,295,9.18,0.44,22.03,643,Egypt,EGY
الكورة مع السلامة | الحلقة الثانية - كولومبيا 🇨🇴,Da7ee7 - الدحيح,UCqW7G8SmyeEeQYzLOk5tdSg,2022-11-29,EG,28,Science & Technology,372223,38760.0,1323.0,1530000,42,10.41,0.36,24.33,1610,Egypt,EGY
شوفت أختي أخيرآ بالفستان الابيض😍الفيرست لوك معايا,Aya Koky77,UC-xfN8lG_XqI9Lo1kF7GBSQ,2022-11-29,EG,28,Science & Technology,175142,8742.0,667.0,844000,1103,4.99,0.38,20.75,603,Egypt,EGY
ملخص مباراة البرتغال والأوروغواي - البرتغال تهزم أوروغواي وتبلغ ثمن النهائي,beIN SPORTS,UCJUCcJUeh0Cz2xyKwkw5Q1w,2022-11-28,EG,17,Sports,2581021,49702.0,1324.0,8500000,3913,1.93,0.05,30.36,296,Egypt,EGY
MUSliM - Law Bs Nergaa | Lyrics Video - 2022 | مسلم - لو بس نرجع,Muslim - مُسلِم ,UCnbJEBPENQtBfUHcix1R6UQ,2022-11-29,EG,10,Music,177093,13110.0,917.0,2080000,20,7.4,0.52,8.51,164,Egypt,EGY
عزومة نص الليل🤑صحيتهم وفاجئتهم بالمحمر والمشمر😋(صنعنا الفرحة 🥰),يوميات ام زياد,UCUrPw917GvHIlxFQfhouqnw,2022-11-28,EG,24,Entertainment,349752,34299.0,491.0,1590000,397,9.81,0.14,22.0,847,Egypt,EGY
تحدي الثلاثين نسخة كأس العالم|كلاسيكو عبدالله النعيمي ومحمد سهيل 🔥,M12 ALFOUZAN - قدم الكرة,UCqe2V_eejw-b5SeOw63TQNw,2022-11-30,EG,17,Sports,282450,44190.0,667.0,1120000,65,15.65,0.24,25.22,1722,Egypt,EGY
عزمنا أصحابنا على منسف أردني 😳شوفو شو صار😂 اقوى مقلب 😂,Mix & douha - مكس و ضحى,UC-B-lno1COMej2JDwDd3kfA,2022-11-29,EG,22,People & Blogs,757149,105602.0,2489.0,864000,15,13.95,0.33,87.63,616,Egypt,EGY
ملخص مباراة السنغال والإكوادور | السنغال تتخطّى الإكوادور وتعبر إلى ثمن النهائي,beIN SPORTS,UCJUCcJUeh0Cz2xyKwkw5Q1w,2022-11-29,EG,17,Sports,1434554,29169.0,1717.0,8500000,3913,2.03,0.12,16.88,197,Egypt,EGY
اخيرا فرشت اوضه النوم الجديده بتاعت حماتي 💃بقي عندها اوضه تفتخر بيها بكت من الفرحة 🥺,شروق علام,UCHLJsqHk_EEULrcbVp9UV7A,2022-11-29,EG,22,People & Blogs,715351,46415.0,5140.0,435000,291,6.49,0.72,164.45,1414,Egypt,EGY
ليه قطر هتفكك الملاعب بعد انتهاء كأس العالم؟,عشوائيات,UCe1m3ZH68Q8314yqulWHTcw,2022-11-28,EG,27,Education,502970,21423.0,679.0,4400000,915,4.26,0.13,11.43,507,Egypt,EGY
ملخص مباراة ويلز وإنكلترا | المنتخب الإنكليزي يتأهل إلى ثمن النهائي متصدراً للمجموعة الثانية,beIN SPORTS,UCJUCcJUeh0Cz2xyKwkw5Q1w,2022-11-29,EG,17,Sports,1388618,27587.0,896.0,8500000,3913,1.99,0.06,16.34,302,Egypt,EGY
ITZY “Cheshire” M/V @ITZY,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,2022-11-30,EG,10,Music,3375142,537367.0,30969.0,26000000,1592,15.92,0.92,12.98,188,Egypt,EGY
مشاعر مؤثرة لحظة استقبال العائلة لنا بعد العودة من السفر | صاروا يبكوا 🥺,عصومي ووليد - Assomi & Waleed,UCPoGWDam0BC4nGe5aomgd2Q,2022-11-29,EG,24,Entertainment,825868,50918.0,1852.0,8650000,445,6.17,0.22,9.55,642,Egypt,EGY
اغرب هدايا وصلتني في عيد ميلادي !!,elbasha _ برهوم باشا,UCAtqXkFpdm_wqYQdIPoARog,2022-11-29,EG,22,People & Blogs,266272,38359.0,1422.0,730000,18,14.41,0.53,36.48,1056,Egypt,EGY
تحدي لا تجيبها في الكوب الغلط !! ❌ 🥤,Ghaith Marwan غيث مروان,UCFGZTrhn2GbEsgQ8-12-rIA,2022-11-28,EG,27,Education,1109762,102920.0,7250.0,4810000,261,9.27,0.65,23.07,643,Egypt,EGY
رونالدو غاضب جداً 😡 وهذا هو وحش الكرة البرازيلية 🇧🇷,محمد عدنان Mohamad Adnan,UCxUPU7lI249SW_j5WgByJRA,2022-11-29,EG,17,Sports,1465225,250028.0,5492.0,6060000,213,17.06,0.37,24.18,556,Egypt,EGY
[2022 MAMA] IVE&Kep1er&NMIXX&LESSERAFIM&NewJeans-ELEVEN+WADADA+O.O+FEARLESS+HypeBoy | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29,EG,20,Gaming,4851819,273145.0,10330.0,20000000,29735,5.63,0.21,24.26,309,Egypt,EGY
بودكاست | كيف قررنا نتحجب والصعوبات اللي واجهناها,Keana Land - كيانا لاند,UCyaezOQyzDI_hkGCdSbYZBg,2022-11-29,EG,24,Entertainment,177231,23038.0,3357.0,450000,88,13.0,1.89,39.38,1599,Egypt,EGY
اغرب لعبة غميضة في بيتي | اكتشفنا اماكن جديدة 😱,Narins Beauty,UCWXYdNyGX01rnTB-tQci8JQ,2022-11-29,EG,24,Entertainment,987309,76089.0,4627.0,13700000,418,7.71,0.47,7.21,718,Egypt,EGY
مقطع الفيس كام !,ميف - Meev,UCh7rXgsIWJXWuPveUlJ6aRg,2022-11-29,EG,25,News & Politics,207750,36543.0,4294.0,1050000,530,17.59,2.07,19.79,232,Egypt,EGY
"Billie Eilish: Same Interview, The Sixth Year | Vanity Fair",Vanity Fair,UCIsbLox_y9dCIMLd8tdC6qg,2022-11-28,EG,24,Entertainment,4653396,326565.0,12727.0,3910000,2554,7.02,0.27,119.01,1279,Egypt,EGY
دجاج مشوي / بدون فرن / وصفة سهلة و النتيجة مبهرة + ألذ تتبيلة دجاج مميزه 🔥,المطبخ المميز,UCV3RYdlCX_EE-5yqcYXvZMw,2022-11-19,EG,22,People & Blogs,707262,20300.0,632.0,388000,148,2.87,0.09,182.28,608,Egypt,EGY
الكورة مع السلامة | الحلقة الأولى - البرازيل 🇧🇷,Da7ee7 - الدحيح,UCqW7G8SmyeEeQYzLOk5tdSg,2022-11-26,EG,28,Science & Technology,1159273,99332.0,3058.0,1530000,42,8.57,0.26,75.77,1458,Egypt,EGY
اجمل يوم بحياتي في بغداد من قطر,Noor Stars,UChOPyo-uWLVi5uO53mSBX-w,2022-11-28,EG,24,Entertainment,533777,42898.0,1736.0,19700000,648,8.04,0.33,2.71,877,Egypt,EGY
Georges Wassouf - Byetkallem Aalaya [Official Music Video] (2022) / جورج وسوف - بيتكلّم عليّا,Georges Wassouf,UCRpVH-l7I3j1bZHcrW1c-dg,2022-11-26,EG,10,Music,1769644,63801.0,3955.0,983000,30,3.61,0.22,180.02,390,Egypt,EGY
كبرت عيلتنا ❤️ اخيراً اتقدم لها 💍,Ziad & Sara زياد و سارة,UCGsO2WD0ub_IIgnazwZ-AnA,2022-11-28,EG,22,People & Blogs,636902,42942.0,1236.0,1400000,101,6.74,0.19,45.49,954,Egypt,EGY
اخيرا خطبت 💍,Feras Abo Shaar فراس ابوشعر,UCH_TH3kxVEwHZ_t0fG4iCGQ,2022-11-28,EG,24,Entertainment,587838,38307.0,1338.0,259000,56,6.52,0.23,226.96,707,Egypt,EGY
المغرب إلى نصف نهائي كأس العالم ؟ 🔥🇲🇦,محمد عدنان Mohamad Adnan,UCxUPU7lI249SW_j5WgByJRA,2022-11-28,EG,17,Sports,2002775,348809.0,7427.0,6060000,213,17.42,0.37,33.05,684,Egypt,EGY
نطيت من فوق طيارة، مرعب جداً | تحدّي ال ٢ مليون,Ana Beeko,UCk0XvmcUD1_LAZ5u66Xgc9w,2022-11-28,EG,24,Entertainment,334349,25934.0,1799.0,2040000,144,7.76,0.54,16.39,1398,Egypt,EGY
قطر تهدد بمراجعة استثماراتها في لندن بعد حظر الإعلانات,BBC News عربي,UCelk6aHijZq-GJBBB9YpReA,2022-11-28,EG,25,News & Politics,699705,9857.0,1501.0,10500000,36304,1.41,0.21,6.66,385,Egypt,EGY
أجواء كأس العالم - كشفت كواليس حفل الافتتاح 😮🔎,الغافري QQQ,UCeriWoRVWMHXBbo-FNG-0GQ,2022-11-26,EG,24,Entertainment,1446425,132971.0,3401.0,2030000,36,9.19,0.24,71.25,1067,Egypt,EGY
ميسي غير 🔥 والحكم قتل المنتخب السعودي 😡 وهذه مشكلة المنتخب التونسي !,محمد عدنان Mohamad Adnan,UCxUPU7lI249SW_j5WgByJRA,2022-11-27,EG,17,Sports,1902482,312370.0,5768.0,6060000,213,16.42,0.3,31.39,731,Egypt,EGY
محمد الغيطي دمر تاريخ نجيب الريحاني في مسلسل الضاحك الباكي,Mohamed Taher محمد طاهر,UCOSZRhQf-9UcPjQjN3FV_4w,2022-11-25,EG,2,Autos & Vehicles,291354,17966.0,933.0,1060000,114,6.17,0.32,27.49,921,Egypt,EGY
المغرب أقرب وآمال للسعودية وأمنيات تونس في التأهل.. توقعات الشلة حول فرص المنتخبات العربية,Al Jazeera O2,UCMQ18I4n6ccOSNDLfdhrUbQ,2022-11-28,EG,17,Sports,142645,6914.0,227.0,373000,656,4.85,0.16,38.24,1566,Egypt,EGY
🎈😱.. سجنت اخواتي في غرفة كلها بالون!! تخانقوا,Sherin Amara,UCJpTKAPjRh-ThyHXN6r7kxg,2022-11-26,EG,23,Comedy,933691,55552.0,1540.0,6270000,210,5.95,0.16,14.89,928,Egypt,EGY
[2022 MAMA] IVE&Kep1er&NMIXX&LE SSERAFIM&NewJeans - CHEER UP | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29,EG,20,Gaming,2822535,187140.0,7209.0,20000000,29735,6.63,0.26,14.11,197,Egypt,EGY
أنا مشجع مغربي في كأس العالم 🇲🇦 #عمر_يجرب,عمر فاروق Omar Farooq,UC7lfpgPpjx7YvuE12_UcGrg,2022-11-28,EG,22,People & Blogs,435764,35352.0,1081.0,5330000,233,8.11,0.25,8.18,828,Egypt,EGY
برعاية السيد رئيس الجمهورية تحتفل جمعية رسالة بيوم التحدي في الجمعة 2 ديسمبر,Resala Charity Organization,UCxVI2zPoiJIja40NmG4PCDw,2022-11-23,EG,29,Nonprofits & Activism,2198546,442.0,46.0,78100,1226,0.02,0.0,2815.04,175,Egypt,EGY
A5rass - Ana Baree2 | الأخرس - أنا بريء (Official Music Video),A5rass - الأخرس,UCkPvRLtdMjRu5t22foUmQQA,2022-11-26,EG,10,Music,748939,45005.0,2620.0,912000,29,6.01,0.35,82.12,241,Egypt,EGY
Dreamers - Qatar 2022™ Official Soundtrack | أغنية قطر ٢٠٢٢ الرسمية دريمرز - الحالمون,Qatar2022,UCGr_NBOWno4FyhHY6gWeAng,2022-11-22,EG,17,Sports,5430382,35549.0,1104.0,346000,746,0.65,0.02,1569.47,256,Egypt,EGY
