id,video_name,channel_name,channel_id,date,duration,region_code,region_name,category,statistics,channel_stat
219,مقطع الفيس كام !,ميف - Meev,UCh7rXgsIWJXWuPveUlJ6aRg,2022-11-29T10:31:23Z,PT3M52S,IQ,Iraq,25,"{'viewCount': '207750', 'likeCount': '36543', 'favoriteCount': '0', 'commentCount': '4294'}","{'viewCount': '132807463', 'subscriberCount': '1050000', 'hiddenSubscriberCount': False, 'videoCount': '530'}"
220,حكايا باب الحارة : العكيد معتز ينتقم لسعاد خانوم و حزن أبو عصان ! وائل شرف,عاج للانتاج AJ Clips,UCuIaoml7UOc79_FFav70Wjg,2022-11-28T17:00:26Z,PT18M6S,IQ,Iraq,22,"{'viewCount': '244235', 'likeCount': '2377', 'favoriteCount': '0', 'commentCount': '47'}","{'viewCount': '332400239', 'subscriberCount': '480000', 'hiddenSubscriberCount': False, 'videoCount': '879'}"
221,اخيرا خطبت 💍,Feras Abo Shaar فراس ابوشعر,UCH_TH3kxVEwHZ_t0fG4iCGQ,2022-11-28T15:44:18Z,PT11M47S,IQ,Iraq,24,"{'viewCount': '587838', 'likeCount': '38308', 'favoriteCount': '0', 'commentCount': '1338'}","{'viewCount': '15515095', 'subscriberCount': '259000', 'hiddenSubscriberCount': False, 'videoCount': '56'}"
222,علقت العيلة كلها ببعضها عشان تدافع عن امها وتكذب ريالها المسكين😱مقاطع من مسلسل الحب الحلال,شوف دراما الخليجية - Shoof Drama Alkhalijiyya,UCx4JyTCSnAL0Ui-sdOsBMJQ,2022-11-28T15:15:02Z,PT9M47S,IQ,Iraq,1,"{'viewCount': '132155', 'likeCount': '1774', 'favoriteCount': '0', 'commentCount': '26'}","{'viewCount': '152796817', 'subscriberCount': '566000', 'hiddenSubscriberCount': False, 'videoCount': '1307'}"
223,كبرت عيلتنا ❤️ اخيراً اتقدم لها 💍,Ziad & Sara زياد و سارة,UCGsO2WD0ub_IIgnazwZ-AnA,2022-11-28T15:45:39Z,PT15M54S,IQ,Iraq,22,"{'viewCount': '636902', 'likeCount': '42942', 'favoriteCount': '0', 'commentCount': '1236'}","{'viewCount': '104715702', 'subscriberCount': '1400000', 'hiddenSubscriberCount': False, 'videoCount': '101'}"
224,[2022 MAMA] IVE&Kep1er&NMIXX&LESSERAFIM&NewJeans-ELEVEN+WADADA+O.O+FEARLESS+HypeBoy | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29T12:01:31Z,PT5M9S,IQ,Iraq,20,"{'viewCount': '4851819', 'likeCount': '273145', 'favoriteCount': '0', 'commentCount': '10330'}","{'viewCount': '13666807480', 'subscriberCount': '20000000', 'hiddenSubscriberCount': False, 'videoCount': '29735'}"
225,ليه قطر هتفكك الملاعب بعد انتهاء كأس العالم؟,عشوائيات,UCe1m3ZH68Q8314yqulWHTcw,2022-11-28T18:00:12Z,PT8M27S,IQ,Iraq,27,"{'viewCount': '502970', 'likeCount': '21423', 'favoriteCount': '0', 'commentCount': '679'}","{'viewCount': '499480799', 'subscriberCount': '4400000', 'hiddenSubscriberCount': False, 'videoCount': '915'}"
226,نطيت من فوق طيارة، مرعب جداً | تحدّي ال ٢ مليون,Ana Beeko,UCk0XvmcUD1_LAZ5u66Xgc9w,2022-11-28T19:07:22Z,PT23M18S,IQ,Iraq,24,"{'viewCount': '334349', 'likeCount': '25934', 'favoriteCount': '0', 'commentCount': '1799'}","{'viewCount': '299794849', 'subscriberCount': '2040000', 'hiddenSubscriberCount': False, 'videoCount': '144'}"
227,أنا مشجع مغربي في كأس العالم 🇲🇦 #عمر_يجرب,عمر فاروق Omar Farooq,UC7lfpgPpjx7YvuE12_UcGrg,2022-11-28T21:31:51Z,PT13M48S,IQ,Iraq,22,"{'viewCount': '435764', 'likeCount': '35352', 'favoriteCount': '0', 'commentCount': '1081'}","{'viewCount': '631991962', 'subscriberCount': '5330000', 'hiddenSubscriberCount': False, 'videoCount': '233'}"
228,مكياج العرس🤩التقيت ابوالدي🥰روتين اليوم,إسراء أم سراج,UCMWNJGcct_ikrAp0vsjttFA,2022-11-28T10:33:43Z,PT12M21S,IQ,Iraq,22,"{'viewCount': '422612', 'likeCount': '40075', 'favoriteCount': '0', 'commentCount': '1368'}","{'viewCount': '274905762', 'subscriberCount': '1310000', 'hiddenSubscriberCount': False, 'videoCount': '564'}"
229,قطر تهدد بمراجعة استثماراتها في لندن بعد حظر الإعلانات,BBC News عربي,UCelk6aHijZq-GJBBB9YpReA,2022-11-28T18:03:38Z,PT6M25S,IQ,Iraq,25,"{'viewCount': '699705', 'likeCount': '9857', 'favoriteCount': '0', 'commentCount': '1501'}","{'viewCount': '4280953484', 'subscriberCount': '10500000', 'hiddenSubscriberCount': False, 'videoCount': '36304'}"
230,شوفت أختي أخيرآ بالفستان الابيض😍الفيرست لوك معايا,Aya Koky77,UC-xfN8lG_XqI9Lo1kF7GBSQ,2022-11-29T18:00:52Z,PT10M3S,IQ,Iraq,28,"{'viewCount': '175142', 'likeCount': '8742', 'favoriteCount': '0', 'commentCount': '667'}","{'viewCount': '139795430', 'subscriberCount': '844000', 'hiddenSubscriberCount': False, 'videoCount': '1103'}"
231,المغرب إلى نصف نهائي كأس العالم ؟ 🔥🇲🇦,محمد عدنان Mohamad Adnan,UCxUPU7lI249SW_j5WgByJRA,2022-11-28T15:45:57Z,PT11M24S,IQ,Iraq,17,"{'viewCount': '2002775', 'likeCount': '348810', 'favoriteCount': '0', 'commentCount': '7427'}","{'viewCount': '504640991', 'subscriberCount': '6060000', 'hiddenSubscriberCount': False, 'videoCount': '213'}"
232,Georges Wassouf - Byetkallem Aalaya [Official Music Video] (2022) / جورج وسوف - بيتكلّم عليّا,Georges Wassouf,UCRpVH-l7I3j1bZHcrW1c-dg,2022-11-26T15:00:10Z,PT6M30S,IQ,Iraq,10,"{'viewCount': '1769644', 'likeCount': '63801', 'favoriteCount': '0', 'commentCount': '3955'}","{'viewCount': '227306994', 'subscriberCount': '983000', 'hiddenSubscriberCount': False, 'videoCount': '30'}"
233,أجواء كأس العالم - كشفت كواليس حفل الافتتاح 😮🔎,الغافري QQQ,UCeriWoRVWMHXBbo-FNG-0GQ,2022-11-26T19:23:28Z,PT17M47S,IQ,Iraq,24,"{'viewCount': '1446425', 'likeCount': '132971', 'favoriteCount': '0', 'commentCount': '3401'}","{'viewCount': '120299004', 'subscriberCount': '2030000', 'hiddenSubscriberCount': False, 'videoCount': '36'}"
234,انا مرتبطة 🌚,Toty Tube,UC9DPLKh6uggz4ptPj5VBg_w,2022-11-29T16:00:15Z,PT10M43S,IQ,Iraq,24,"{'viewCount': '171139', 'likeCount': '15710', 'favoriteCount': '0', 'commentCount': '758'}","{'viewCount': '82824110', 'subscriberCount': '777000', 'hiddenSubscriberCount': False, 'videoCount': '295'}"
235,الكورة مع السلامة | الحلقة الأولى - البرازيل 🇧🇷,Da7ee7 - الدحيح,UCqW7G8SmyeEeQYzLOk5tdSg,2022-11-26T18:07:45Z,PT24M18S,IQ,Iraq,28,"{'viewCount': '1159273', 'likeCount': '99334', 'favoriteCount': '0', 'commentCount': '3058'}","{'viewCount': '34045688', 'subscriberCount': '1530000', 'hiddenSubscriberCount': False, 'videoCount': '42'}"
236,عزومة نص الليل🤑صحيتهم وفاجئتهم بالمحمر والمشمر😋(صنعنا الفرحة 🥰),يوميات ام زياد,UCUrPw917GvHIlxFQfhouqnw,2022-11-28T17:28:24Z,PT14M7S,IQ,Iraq,24,"{'viewCount': '349752', 'likeCount': '34299', 'favoriteCount': '0', 'commentCount': '491'}","{'viewCount': '236747169', 'subscriberCount': '1590000', 'hiddenSubscriberCount': False, 'videoCount': '397'}"
237,🎈😱.. سجنت اخواتي في غرفة كلها بالون!! تخانقوا,Sherin Amara,UCJpTKAPjRh-ThyHXN6r7kxg,2022-11-26T16:07:54Z,PT15M28S,IQ,Iraq,23,"{'viewCount': '933691', 'likeCount': '55552', 'favoriteCount': '0', 'commentCount': '1540'}","{'viewCount': '494630823', 'subscriberCount': '6270000', 'hiddenSubscriberCount': False, 'videoCount': '210'}"
238,"Billie Eilish: Same Interview, The Sixth Year | Vanity Fair",Vanity Fair,UCIsbLox_y9dCIMLd8tdC6qg,2022-11-28T20:00:03Z,PT21M19S,IQ,Iraq,24,"{'viewCount': '4653396', 'likeCount': '326565', 'favoriteCount': '0', 'commentCount': '12727'}","{'viewCount': '1955901473', 'subscriberCount': '3910000', 'hiddenSubscriberCount': False, 'videoCount': '2554'}"
239,أول مرة نجرب الكرفان في البر ( دخل علينا فجأة ) !!,قناة سعود Saud Channel l,UC7loSNYw43oSTLlThtm_Ytw,2022-11-25T15:29:14Z,PT27M45S,IQ,Iraq,24,"{'viewCount': '2305627', 'likeCount': '146067', 'favoriteCount': '0', 'commentCount': '4077'}","{'viewCount': '1779486491', 'subscriberCount': '9050000', 'hiddenSubscriberCount': False, 'videoCount': '344'}"
240,تحدي اشتري لعبسي الاكل الي يريده لمدة يوم كامل !! بس ...,D-Gray - ديكراي,UC-bqx0CEnWLZ-o64hFvsnsQ,2022-11-25T15:30:03Z,PT8M6S,IQ,Iraq,20,"{'viewCount': '415676', 'likeCount': '38153', 'favoriteCount': '0', 'commentCount': '416'}","{'viewCount': '1064068487', 'subscriberCount': '7650000', 'hiddenSubscriberCount': False, 'videoCount': '414'}"
241,[2022 MAMA] JEON SOMI X LEEJUNG LEE - Worldwide Fans' Choice 후보곡 | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29T09:51:37Z,PT6M26S,IQ,Iraq,20,"{'viewCount': '1727023', 'likeCount': '98306', 'favoriteCount': '0', 'commentCount': '2742'}","{'viewCount': '13666807480', 'subscriberCount': '20000000', 'hiddenSubscriberCount': False, 'videoCount': '29735'}"
242,ميسي غير 🔥 والحكم قتل المنتخب السعودي 😡 وهذه مشكلة المنتخب التونسي !,محمد عدنان Mohamad Adnan,UCxUPU7lI249SW_j5WgByJRA,2022-11-27T19:03:06Z,PT12M11S,IQ,Iraq,17,"{'viewCount': '1902482', 'likeCount': '312370', 'favoriteCount': '0', 'commentCount': '5768'}","{'viewCount': '504640991', 'subscriberCount': '6060000', 'hiddenSubscriberCount': False, 'videoCount': '213'}"
243,[2022 MAMA] IVE&Kep1er&NMIXX&LE SSERAFIM&NewJeans - CHEER UP | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29T12:03:31Z,PT3M17S,IQ,Iraq,20,"{'viewCount': '2822535', 'likeCount': '187140', 'favoriteCount': '0', 'commentCount': '7209'}","{'viewCount': '13666807480', 'subscriberCount': '20000000', 'hiddenSubscriberCount': False, 'videoCount': '29735'}"
244,ماين كرافت : تحدي الهروب والاختباء مع رانيا والجائزة 1000💵 #1 Minecraft,مستر جيجي 2 Mr GG,UCmEu2PmGIf766jQm_5I0ZvQ,2022-11-25T10:00:27Z,PT32M25S,IQ,Iraq,20,"{'viewCount': '277250', 'likeCount': '11325', 'favoriteCount': '0', 'commentCount': '320'}","{'viewCount': '14132145', 'subscriberCount': '314000', 'hiddenSubscriberCount': False, 'videoCount': '38'}"
245,من 0.01$ الى كأس العالم قطر في 30 يوم! اليوم #26,كمستكا,UC4kb-WfHhIQoKyd6ixL9kWw,2022-11-28T11:07:24Z,PT8M19S,IQ,Iraq,20,"{'viewCount': '770745', 'likeCount': '75554', 'favoriteCount': '0', 'commentCount': '2555'}","{'viewCount': '86971614', 'subscriberCount': '1190000', 'hiddenSubscriberCount': False, 'videoCount': '86'}"
246,Dreamers - Qatar 2022™ Official Soundtrack | أغنية قطر ٢٠٢٢ الرسمية دريمرز - الحالمون,Qatar2022,UCGr_NBOWno4FyhHY6gWeAng,2022-11-22T16:34:39Z,PT4M16S,IQ,Iraq,17,"{'viewCount': '5430382', 'likeCount': '35549', 'favoriteCount': '0', 'commentCount': '1104'}","{'viewCount': '155519666', 'subscriberCount': '346000', 'hiddenSubscriberCount': False, 'videoCount': '746'}"
247,Red Velvet 레드벨벳 'Birthday' MV,SMTOWN,UCEf_Bc-KVd7onSeifS3py9g,2022-11-28T09:00:14Z,PT4M5S,IQ,Iraq,10,"{'viewCount': '7407277', 'likeCount': '633359', 'favoriteCount': '0', 'commentCount': '31369'}","{'viewCount': '25933131150', 'subscriberCount': '31100000', 'hiddenSubscriberCount': False, 'videoCount': '4003'}"
248,بطولة دراك ريس اسرع سيارات بالعراق 😰🚀 سفرة من بغداد الى سليمانية 😍🔥,علي منحوش فلوك,UCuKz4ql7EnKCula_NUQ2qZw,2022-11-24T09:50:48Z,PT29M44S,IQ,Iraq,22,"{'viewCount': '549123', 'likeCount': '52781', 'favoriteCount': '0', 'commentCount': '1173'}","{'viewCount': '41096319', 'subscriberCount': '434000', 'hiddenSubscriberCount': False, 'videoCount': '54'}"
249,شحنت 150 الف 😱 لتفتيح لبسة وتطوير الاوم - PUBG MOBILE,أترو/Atro,UCjf3ZSi7xMu8O9frZZ8FEGg,2022-11-27T02:30:07Z,PT28M8S,IQ,Iraq,20,"{'viewCount': '393286', 'likeCount': '58977', 'favoriteCount': '0', 'commentCount': '3884'}","{'viewCount': '2220723352', 'subscriberCount': '13000000', 'hiddenSubscriberCount': False, 'videoCount': '1667'}"
250,ماين كرافت ولكن كل شيء يحاول يقتلنا !,HaiperEXE,UCnhrJ6_Y4hq-iEP80pUr1Cw,2022-11-25T15:00:23Z,PT13M51S,IQ,Iraq,20,"{'viewCount': '342763', 'likeCount': '21630', 'favoriteCount': '0', 'commentCount': '556'}","{'viewCount': '21192473', 'subscriberCount': '300000', 'hiddenSubscriberCount': False, 'videoCount': '18'}"
251,عزمنا أصحابنا على منسف أردني 😳شوفو شو صار😂 اقوى مقلب 😂,Mix & douha - مكس و ضحى,UC-B-lno1COMej2JDwDd3kfA,2022-11-29T18:23:45Z,PT10M16S,JO,Jordan,22,"{'viewCount': '757149', 'likeCount': '105602', 'favoriteCount': '0', 'commentCount': '2489'}","{'viewCount': '20041184', 'subscriberCount': '864000', 'hiddenSubscriberCount': False, 'videoCount': '15'}"
252,تحدي الثلاثين نسخة كأس العالم|كلاسيكو عبدالله النعيمي ومحمد سهيل 🔥,M12 ALFOUZAN - قدم الكرة,UCqe2V_eejw-b5SeOw63TQNw,2022-11-30T10:00:04Z,PT28M42S,JO,Jordan,17,"{'viewCount': '282450', 'likeCount': '44191', 'favoriteCount': '0', 'commentCount': '667'}","{'viewCount': '70894383', 'subscriberCount': '1120000', 'hiddenSubscriberCount': False, 'videoCount': '65'}"
253,ملخص مباراة البرتغال والأوروغواي - البرتغال تهزم أوروغواي وتبلغ ثمن النهائي,beIN SPORTS,UCJUCcJUeh0Cz2xyKwkw5Q1w,2022-11-28T21:28:44Z,PT4M56S,JO,Jordan,17,"{'viewCount': '2581021', 'likeCount': '49702', 'favoriteCount': '0', 'commentCount': '1324'}","{'viewCount': '662059394', 'subscriberCount': '8500000', 'hiddenSubscriberCount': False, 'videoCount': '3913'}"
254,اغرب لعبة غميضة في بيتي | اكتشفنا اماكن جديدة 😱,Narins Beauty,UCWXYdNyGX01rnTB-tQci8JQ,2022-11-29T15:26:20Z,PT11M58S,JO,Jordan,24,"{'viewCount': '987309', 'likeCount': '76091', 'favoriteCount': '0', 'commentCount': '4627'}","{'viewCount': '2115185041', 'subscriberCount': '13700000', 'hiddenSubscriberCount': False, 'videoCount': '418'}"
255,مشاعر مؤثرة لحظة استقبال العائلة لنا بعد العودة من السفر | صاروا يبكوا 🥺,عصومي ووليد - Assomi & Waleed,UCPoGWDam0BC4nGe5aomgd2Q,2022-11-29T17:08:55Z,PT10M42S,JO,Jordan,24,"{'viewCount': '825868', 'likeCount': '50918', 'favoriteCount': '0', 'commentCount': '1852'}","{'viewCount': '1808651844', 'subscriberCount': '8650000', 'hiddenSubscriberCount': False, 'videoCount': '445'}"
256,اغرب هدايا وصلتني في عيد ميلادي !!,elbasha _ برهوم باشا,UCAtqXkFpdm_wqYQdIPoARog,2022-11-29T14:30:06Z,PT17M36S,JO,Jordan,22,"{'viewCount': '266272', 'likeCount': '38358', 'favoriteCount': '0', 'commentCount': '1422'}","{'viewCount': '11541026', 'subscriberCount': '730000', 'hiddenSubscriberCount': False, 'videoCount': '18'}"
257,تحدي لا تجيبها في الكوب الغلط !! ❌ 🥤,Ghaith Marwan غيث مروان,UCFGZTrhn2GbEsgQ8-12-rIA,2022-11-28T15:18:10Z,PT10M43S,JO,Jordan,27,"{'viewCount': '1109762', 'likeCount': '102920', 'favoriteCount': '0', 'commentCount': '7250'}","{'viewCount': '845538690', 'subscriberCount': '4810000', 'hiddenSubscriberCount': False, 'videoCount': '261'}"
258,الكورة مع السلامة | الحلقة الثانية - كولومبيا 🇨🇴,Da7ee7 - الدحيح,UCqW7G8SmyeEeQYzLOk5tdSg,2022-11-29T18:01:24Z,PT26M50S,JO,Jordan,28,"{'viewCount': '372223', 'likeCount': '38762', 'favoriteCount': '0', 'commentCount': '1323'}","{'viewCount': '34045688', 'subscriberCount': '1530000', 'hiddenSubscriberCount': False, 'videoCount': '42'}"
259,بودكاست | كيف قررنا نتحجب والصعوبات اللي واجهناها,Keana Land - كيانا لاند,UCyaezOQyzDI_hkGCdSbYZBg,2022-11-29T15:11:26Z,PT26M39S,JO,Jordan,24,"{'viewCount': '177231', 'likeCount': '23038', 'favoriteCount': '0', 'commentCount': '3357'}","{'viewCount': '21832190', 'subscriberCount': '450000', 'hiddenSubscriberCount': False, 'videoCount': '88'}"
260,MUSliM - Law Bs Nergaa | Lyrics Video - 2022 | مسلم - لو بس نرجع,Muslim - مُسلِم ,UCnbJEBPENQtBfUHcix1R6UQ,2022-11-29T15:16:34Z,PT2M44S,JO,Jordan,10,"{'viewCount': '177093', 'likeCount': '13110', 'favoriteCount': '0', 'commentCount': '917'}","{'viewCount': '560379473', 'subscriberCount': '2080000', 'hiddenSubscriberCount': False, 'videoCount': '20'}"
261,ITZY “Cheshire” M/V @ITZY,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,2022-11-30T08:58:09Z,PT3M8S,JO,Jordan,10,"{'viewCount': '3375142', 'likeCount': '537353', 'favoriteCount': '0', 'commentCount': '30969'}","{'viewCount': '18109940685', 'subscriberCount': '26000000', 'hiddenSubscriberCount': False, 'videoCount': '1592'}"
262,اخيرا فرشت اوضه النوم الجديده بتاعت حماتي 💃بقي عندها اوضه تفتخر بيها بكت من الفرحة 🥺,شروق علام,UCHLJsqHk_EEULrcbVp9UV7A,2022-11-29T20:50:06Z,PT23M34S,JO,Jordan,22,"{'viewCount': '715351', 'likeCount': '46415', 'favoriteCount': '0', 'commentCount': '5140'}","{'viewCount': '76386197', 'subscriberCount': '435000', 'hiddenSubscriberCount': False, 'videoCount': '291'}"
263,ماين كرافت : تحدي الهروب والاختباء مع رانيا #3 Minecraft,مستر جيجي 2 Mr GG,UCmEu2PmGIf766jQm_5I0ZvQ,2022-11-30T10:00:32Z,PT35M22S,JO,Jordan,20,"{'viewCount': '157933', 'likeCount': '10359', 'favoriteCount': '0', 'commentCount': '222'}","{'viewCount': '14132145', 'subscriberCount': '314000', 'hiddenSubscriberCount': False, 'videoCount': '38'}"
264,Dreamers - Qatar 2022™ Official Soundtrack | أغنية قطر ٢٠٢٢ الرسمية دريمرز - الحالمون,Qatar2022,UCGr_NBOWno4FyhHY6gWeAng,2022-11-22T16:34:39Z,PT4M16S,JO,Jordan,17,"{'viewCount': '5430382', 'likeCount': '35549', 'favoriteCount': '0', 'commentCount': '1104'}","{'viewCount': '155519666', 'subscriberCount': '346000', 'hiddenSubscriberCount': False, 'videoCount': '746'}"
265,اخيرا خطبت 💍,Feras Abo Shaar فراس ابوشعر,UCH_TH3kxVEwHZ_t0fG4iCGQ,2022-11-28T15:44:18Z,PT11M47S,JO,Jordan,24,"{'viewCount': '587838', 'likeCount': '38308', 'favoriteCount': '0', 'commentCount': '1338'}","{'viewCount': '15515095', 'subscriberCount': '259000', 'hiddenSubscriberCount': False, 'videoCount': '56'}"
266,كبرت عيلتنا ❤️ اخيراً اتقدم لها 💍,Ziad & Sara زياد و سارة,UCGsO2WD0ub_IIgnazwZ-AnA,2022-11-28T15:45:39Z,PT15M54S,JO,Jordan,22,"{'viewCount': '636902', 'likeCount': '42942', 'favoriteCount': '0', 'commentCount': '1236'}","{'viewCount': '104715702', 'subscriberCount': '1400000', 'hiddenSubscriberCount': False, 'videoCount': '101'}"
267,رونالدو غاضب جداً 😡 وهذا هو وحش الكرة البرازيلية 🇧🇷,محمد عدنان Mohamad Adnan,UCxUPU7lI249SW_j5WgByJRA,2022-11-29T17:45:40Z,PT9M16S,JO,Jordan,17,"{'viewCount': '1465225', 'likeCount': '250028', 'favoriteCount': '0', 'commentCount': '5492'}","{'viewCount': '504640991', 'subscriberCount': '6060000', 'hiddenSubscriberCount': False, 'videoCount': '213'}"
268,حكايا باب الحارة : العكيد معتز ينتقم لسعاد خانوم و حزن أبو عصان ! وائل شرف,عاج للانتاج AJ Clips,UCuIaoml7UOc79_FFav70Wjg,2022-11-28T17:00:26Z,PT18M6S,JO,Jordan,22,"{'viewCount': '244235', 'likeCount': '2377', 'favoriteCount': '0', 'commentCount': '47'}","{'viewCount': '332400239', 'subscriberCount': '480000', 'hiddenSubscriberCount': False, 'videoCount': '879'}"
269,جربت اغرب حيل تجميلية على تيك توك | ماتوقعت الي صار😭,Asoo اسو,UCTLYhp6mZAJQaVI4mkfuVuw,2022-11-29T14:46:40Z,PT14M44S,JO,Jordan,24,"{'viewCount': '227446', 'likeCount': '27354', 'favoriteCount': '0', 'commentCount': '1609'}","{'viewCount': '399182249', 'subscriberCount': '4730000', 'hiddenSubscriberCount': False, 'videoCount': '240'}"
270,ملخص مباراة ويلز وإنكلترا | المنتخب الإنكليزي يتأهل إلى ثمن النهائي متصدراً للمجموعة الثانية,beIN SPORTS,UCJUCcJUeh0Cz2xyKwkw5Q1w,2022-11-29T21:23:19Z,PT5M2S,JO,Jordan,17,"{'viewCount': '1388618', 'likeCount': '27587', 'favoriteCount': '0', 'commentCount': '896'}","{'viewCount': '662059394', 'subscriberCount': '8500000', 'hiddenSubscriberCount': False, 'videoCount': '3913'}"
271,قطر تهدد بمراجعة استثماراتها في لندن بعد حظر الإعلانات,BBC News عربي,UCelk6aHijZq-GJBBB9YpReA,2022-11-28T18:03:38Z,PT6M25S,JO,Jordan,25,"{'viewCount': '699705', 'likeCount': '9857', 'favoriteCount': '0', 'commentCount': '1501'}","{'viewCount': '4280953484', 'subscriberCount': '10500000', 'hiddenSubscriberCount': False, 'videoCount': '36304'}"
272,Georges Wassouf - Byetkallem Aalaya [Official Music Video] (2022) / جورج وسوف - بيتكلّم عليّا,Georges Wassouf,UCRpVH-l7I3j1bZHcrW1c-dg,2022-11-26T15:00:10Z,PT6M30S,JO,Jordan,10,"{'viewCount': '1769644', 'likeCount': '63801', 'favoriteCount': '0', 'commentCount': '3955'}","{'viewCount': '227306994', 'subscriberCount': '983000', 'hiddenSubscriberCount': False, 'videoCount': '30'}"
273,مقطع الفيس كام !,ميف - Meev,UCh7rXgsIWJXWuPveUlJ6aRg,2022-11-29T10:31:23Z,PT3M52S,JO,Jordan,25,"{'viewCount': '207750', 'likeCount': '36543', 'favoriteCount': '0', 'commentCount': '4294'}","{'viewCount': '132807463', 'subscriberCount': '1050000', 'hiddenSubscriberCount': False, 'videoCount': '530'}"
274,ملخص مباراة السنغال والإكوادور | السنغال تتخطّى الإكوادور وتعبر إلى ثمن النهائي,beIN SPORTS,UCJUCcJUeh0Cz2xyKwkw5Q1w,2022-11-29T17:21:00Z,PT3M17S,JO,Jordan,17,"{'viewCount': '1434554', 'likeCount': '29169', 'favoriteCount': '0', 'commentCount': '1717'}","{'viewCount': '662059394', 'subscriberCount': '8500000', 'hiddenSubscriberCount': False, 'videoCount': '3913'}"
275,أنا مشجع مغربي في كأس العالم 🇲🇦 #عمر_يجرب,عمر فاروق Omar Farooq,UC7lfpgPpjx7YvuE12_UcGrg,2022-11-28T21:31:51Z,PT13M48S,JO,Jordan,22,"{'viewCount': '435764', 'likeCount': '35352', 'favoriteCount': '0', 'commentCount': '1081'}","{'viewCount': '631991962', 'subscriberCount': '5330000', 'hiddenSubscriberCount': False, 'videoCount': '233'}"
276,A5rass - Ana Baree2 | الأخرس - أنا بريء (Official Music Video),A5rass - الأخرس,UCkPvRLtdMjRu5t22foUmQQA,2022-11-26T15:30:07Z,PT4M1S,JO,Jordan,10,"{'viewCount': '748939', 'likeCount': '45006', 'favoriteCount': '0', 'commentCount': '2620'}","{'viewCount': '297319558', 'subscriberCount': '912000', 'hiddenSubscriberCount': False, 'videoCount': '29'}"
277,نطيت من فوق طيارة، مرعب جداً | تحدّي ال ٢ مليون,Ana Beeko,UCk0XvmcUD1_LAZ5u66Xgc9w,2022-11-28T19:07:22Z,PT23M18S,JO,Jordan,24,"{'viewCount': '334349', 'likeCount': '25934', 'favoriteCount': '0', 'commentCount': '1799'}","{'viewCount': '299794849', 'subscriberCount': '2040000', 'hiddenSubscriberCount': False, 'videoCount': '144'}"
278,ليه قطر هتفكك الملاعب بعد انتهاء كأس العالم؟,عشوائيات,UCe1m3ZH68Q8314yqulWHTcw,2022-11-28T18:00:12Z,PT8M27S,JO,Jordan,27,"{'viewCount': '502970', 'likeCount': '21423', 'favoriteCount': '0', 'commentCount': '679'}","{'viewCount': '499480799', 'subscriberCount': '4400000', 'hiddenSubscriberCount': False, 'videoCount': '915'}"
279,اجمل يوم بحياتي في بغداد من قطر,Noor Stars,UChOPyo-uWLVi5uO53mSBX-w,2022-11-28T13:27:10Z,PT14M37S,JO,Jordan,24,"{'viewCount': '533777', 'likeCount': '42900', 'favoriteCount': '0', 'commentCount': '1736'}","{'viewCount': '2608030935', 'subscriberCount': '19700000', 'hiddenSubscriberCount': False, 'videoCount': '648'}"
280,[2022 MAMA] IVE&Kep1er&NMIXX&LESSERAFIM&NewJeans-ELEVEN+WADADA+O.O+FEARLESS+HypeBoy | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29T12:01:31Z,PT5M9S,JO,Jordan,20,"{'viewCount': '4851819', 'likeCount': '273145', 'favoriteCount': '0', 'commentCount': '10330'}","{'viewCount': '13666807480', 'subscriberCount': '20000000', 'hiddenSubscriberCount': False, 'videoCount': '29735'}"
281,المغرب إلى نصف نهائي كأس العالم ؟ 🔥🇲🇦,محمد عدنان Mohamad Adnan,UCxUPU7lI249SW_j5WgByJRA,2022-11-28T15:45:57Z,PT11M24S,JO,Jordan,17,"{'viewCount': '2002775', 'likeCount': '348810', 'favoriteCount': '0', 'commentCount': '7427'}","{'viewCount': '504640991', 'subscriberCount': '6060000', 'hiddenSubscriberCount': False, 'videoCount': '213'}"
282,أجواء كأس العالم - كشفت كواليس حفل الافتتاح 😮🔎,الغافري QQQ,UCeriWoRVWMHXBbo-FNG-0GQ,2022-11-26T19:23:28Z,PT17M47S,JO,Jordan,24,"{'viewCount': '1446425', 'likeCount': '132971', 'favoriteCount': '0', 'commentCount': '3401'}","{'viewCount': '120299004', 'subscriberCount': '2030000', 'hiddenSubscriberCount': False, 'videoCount': '36'}"
283,الكورة مع السلامة | الحلقة الأولى - البرازيل 🇧🇷,Da7ee7 - الدحيح,UCqW7G8SmyeEeQYzLOk5tdSg,2022-11-26T18:07:45Z,PT24M18S,JO,Jordan,28,"{'viewCount': '1159273', 'likeCount': '99332', 'favoriteCount': '0', 'commentCount': '3058'}","{'viewCount': '34045688', 'subscriberCount': '1530000', 'hiddenSubscriberCount': False, 'videoCount': '42'}"
