id,video_name,channel_name,channel_id,date,duration,region_code,region_name,category,statistics,channel_stat
2601,RM '들꽃놀이 (with 조유진)' Official Teaser,HYBE LABELS,UC3IZKseVpdzPSBaWxBxundA,2022-11-30T15:00:00Z,PT51S,GT,Guatemala,10,"{'viewCount': '912032', 'likeCount': '402834', 'favoriteCount': '0', 'commentCount': '21492'}","{'viewCount': '25316965290', 'subscriberCount': '69000000', 'hiddenSubscriberCount': False, 'videoCount': '1038'}"
2602,[2022 MAMA] j-hope - MORE + Arson | Mnet 221130 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-30T12:44:35Z,PT6M51S,GT,Guatemala,20,"{'viewCount': '1091101', 'likeCount': '221387', 'favoriteCount': '0', 'commentCount': '8964'}","{'viewCount': '13666807480', 'subscriberCount': '20000000', 'hiddenSubscriberCount': False, 'videoCount': '29735'}"
2603,Super Mario Bros. La Película - Tráiler Oficial (Universal Pictures) HD,Universal Pictures México,UCuON8B3q1FMIOSE-0sbC_rQ,2022-11-29T22:10:55Z,PT2M14S,GT,Guatemala,1,"{'viewCount': '990871', 'likeCount': '58196', 'favoriteCount': '0', 'commentCount': '0'}","{'viewCount': '328205222', 'subscriberCount': '1490000', 'hiddenSubscriberCount': False, 'videoCount': '238'}"
2604,Paulo Londra - Ojalá (Official Video),Paulo Londra,UCzI7wZyqk7jpXWT_MILjepw,2022-11-29T22:00:07Z,PT2M53S,GT,Guatemala,10,"{'viewCount': '821360', 'likeCount': '124107', 'favoriteCount': '0', 'commentCount': '4306'}","{'viewCount': '7415884227', 'subscriberCount': '22100000', 'hiddenSubscriberCount': False, 'videoCount': '57'}"
2605,SOBREVIVÍ 100 DÍAS en POPPY'S PLAYTIME  en MINECRAFT HARDCORE!,MaxCraft Español,UCz1bbUNtuEjBlhxy-vUXpaA,2022-11-29T16:00:04Z,PT35M1S,GT,Guatemala,22,"{'viewCount': '925617', 'likeCount': '33065', 'favoriteCount': '0', 'commentCount': '485'}","{'viewCount': '70327044', 'subscriberCount': '514000', 'hiddenSubscriberCount': False, 'videoCount': '16'}"
2606,SALOMÉ - Carlos Feria x Adrilatina (Official Video),Carlos Feria Music,UCj2NZE0qztCmMLWkbVZjQVg,2022-11-29T00:00:10Z,PT2M55S,GT,Guatemala,10,"{'viewCount': '601377', 'likeCount': '81010', 'favoriteCount': '0', 'commentCount': '4626'}","{'viewCount': '13308537', 'subscriberCount': '476000', 'hiddenSubscriberCount': False, 'videoCount': '14'}"
2607,PORTUGAL vs URUGUAY | MUNDIAL de QATAR 2022 ⚽️ Resumen del partido,Infobae,UCvsU0EGXN7Su7MfNqcTGNHg,2022-11-28T21:23:23Z,PT2M57S,GT,Guatemala,25,"{'viewCount': '966396', 'likeCount': '7315', 'favoriteCount': '0', 'commentCount': '865'}","{'viewCount': '175970746', 'subscriberCount': '675000', 'hiddenSubscriberCount': False, 'videoCount': '10156'}"
2608,ITZY “Cheshire” M/V @ITZY,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,2022-11-30T08:58:09Z,PT3M8S,GT,Guatemala,10,"{'viewCount': '3375142', 'likeCount': '537433', 'favoriteCount': '0', 'commentCount': '30971'}","{'viewCount': '18109940685', 'subscriberCount': '26000000', 'hiddenSubscriberCount': False, 'videoCount': '1592'}"
2609,Nintendo Direct: Super Mario Bros.: La Película – 29 de noviembre de 2022 (2.º tráiler),Nintendo España,UC7jT5YnTBAOf2JTRrCR0K6g,2022-11-29T22:13:53Z,PT40M11S,GT,Guatemala,1,"{'viewCount': '281731', 'likeCount': '18650', 'favoriteCount': '0'}","{'viewCount': '296854449', 'subscriberCount': '652000', 'hiddenSubscriberCount': False, 'videoCount': '2729'}"
2610,"Feid, Yandel - XQ Te Pones Así (Official Video)",FeidVEVO,UCRHZrsFKNop3EHMoWkgdccg,2022-11-30T02:00:13Z,PT3M30S,GT,Guatemala,10,"{'viewCount': '597942', 'likeCount': '58647', 'favoriteCount': '0', 'commentCount': '1743'}","{'viewCount': '2405173421', 'subscriberCount': '195000', 'hiddenSubscriberCount': False, 'videoCount': '104'}"
2611,ME ENFRENTO A BOXY BOO EN POPPY PLAYTIME CHAPTER 2 | PROJECT PLAYTIME VS POPPY PLAYTIME | JONDRES GC,Jondres Gc,UCEtD_nOAZeTzb5dcln-ljOA,2022-11-29T19:34:02Z,PT17M22S,GT,Guatemala,24,"{'viewCount': '527113', 'likeCount': '15983', 'favoriteCount': '0', 'commentCount': '1473'}","{'viewCount': '315544903', 'subscriberCount': '1110000', 'hiddenSubscriberCount': False, 'videoCount': '168'}"
2612,RESULTADOS y TABLA DE POSICIONES HOY Mundial QATAR 2022 Dia 10,DaniFut,UCfa8xQbAJPAqFcmAP9f-JBg,2022-11-29T22:10:57Z,PT9M21S,GT,Guatemala,17,"{'viewCount': '209636', 'likeCount': '4377', 'favoriteCount': '0', 'commentCount': '114'}","{'viewCount': '71702526', 'subscriberCount': '223000', 'hiddenSubscriberCount': False, 'videoCount': '1808'}"
2613,"LA MÁS DRAGA 5 - Capítulo 10 ""LA MÁS ...""",LA MÁS DRAGA OFICIAL,UCqwOmKcXJSQpGOrGAW7ircw,2022-11-30T03:00:11Z,PT1H29M46S,GT,Guatemala,24,"{'viewCount': '396688', 'likeCount': '14893', 'favoriteCount': '0', 'commentCount': '2531'}","{'viewCount': '96760964', 'subscriberCount': '443000', 'hiddenSubscriberCount': False, 'videoCount': '213'}"
2614,[2022 MAMA] Stray Kids - a strange incident+VENOM(MAMA ver.)+I AM MANIAC+MANIAC | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29T14:21:28Z,PT9M21S,GT,Guatemala,20,"{'viewCount': '2474540', 'likeCount': '251256', 'favoriteCount': '0', 'commentCount': '11832'}","{'viewCount': '13666807480', 'subscriberCount': '20000000', 'hiddenSubscriberCount': False, 'videoCount': '29735'}"
2615,SOBREVIVIENDO con 1$ en QATAR por 30 DÍAS  -  DÍA 3,YOLO AVENTURAS,UCOnIJiQuk1fDSp6p1GCZy3A,2022-11-29T20:00:09Z,PT8M16S,GT,Guatemala,24,"{'viewCount': '1087869', 'likeCount': '38673', 'favoriteCount': '0', 'commentCount': '2185'}","{'viewCount': '5213622286', 'subscriberCount': '20400000', 'hiddenSubscriberCount': False, 'videoCount': '1145'}"
2616,¿Por qué se separó el TEAM QUEEN?  ¿TEAM QUEEN 2.0? - Reencuentro,Kika Nieto ,UC67qfftymkxZk_3aWOklaaA,2022-11-28T22:46:49Z,PT54M33S,GT,Guatemala,26,"{'viewCount': '581413', 'likeCount': '38574', 'favoriteCount': '0', 'commentCount': '2595'}","{'viewCount': '884100866', 'subscriberCount': '7870000', 'hiddenSubscriberCount': False, 'videoCount': '408'}"
2617,Merlina | Escena del baile | Netflix,Netflix Latinoamérica,UC5ZiUaIJ2b5dYBYGf5iEUrA,2022-11-29T18:00:00Z,PT2M2S,GT,Guatemala,24,"{'viewCount': '423415', 'likeCount': '15706', 'favoriteCount': '0', 'commentCount': '560'}","{'viewCount': '1704314085', 'subscriberCount': '10100000', 'hiddenSubscriberCount': False, 'videoCount': '4117'}"
2618,Poniendo a prueba leyes extremistas de QATAR | ¿Son tan estrictos como dicen? 🇶🇦,Luisito Comunica,UCECJDeK0MNapZbpaOzxrUPA,2022-11-28T20:12:45Z,PT20M35S,GT,Guatemala,24,"{'viewCount': '3716659', 'likeCount': '138029', 'favoriteCount': '0', 'commentCount': '3937'}","{'viewCount': '8052545479', 'subscriberCount': '39700000', 'hiddenSubscriberCount': False, 'videoCount': '1184'}"
2619,[2022 MAMA] IVE&Kep1er&NMIXX&LESSERAFIM&NewJeans-ELEVEN+WADADA+O.O+FEARLESS+HypeBoy | Mnet 221129 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-29T12:01:31Z,PT5M9S,GT,Guatemala,20,"{'viewCount': '4851819', 'likeCount': '273150', 'favoriteCount': '0', 'commentCount': '10330'}","{'viewCount': '13666807480', 'subscriberCount': '20000000', 'hiddenSubscriberCount': False, 'videoCount': '29735'}"
2620,AQUÍ LES MUESTRO MI NUEVO CARRO 2023 ASÍ DE PERRO ESTA‼️ (LOS TOYS)!,EL GORDO ARCE,UCk7_gBf8MUkkEaze-P7yu-Q,2022-11-30T02:26:01Z,PT21M6S,GT,Guatemala,22,"{'viewCount': '284294', 'likeCount': '24057', 'favoriteCount': '0', 'commentCount': '1808'}","{'viewCount': '83615881', 'subscriberCount': '725000', 'hiddenSubscriberCount': False, 'videoCount': '177'}"
2621,LOS COMPAS Y LA AVENTURA EN MINIATURA 😂 ¿PODREMOS SOBREVIVIR? con MIKECRACK Y TROLLINO,Timba Vk,UCp7wTrsCU7eICb5z69D3rwA,2022-11-28T22:45:03Z,PT16M14S,GT,Guatemala,20,"{'viewCount': '743046', 'likeCount': '28419', 'favoriteCount': '0', 'commentCount': '736'}","{'viewCount': '2642398199', 'subscriberCount': '12000000', 'hiddenSubscriberCount': False, 'videoCount': '911'}"
2622,Si México Pierde Me Rapo,JDaniel,UCcrwHnSlK1pwESr6hknupIA,2022-11-29T03:27:04Z,PT12M22S,GT,Guatemala,24,"{'viewCount': '369062', 'likeCount': '15003', 'favoriteCount': '0', 'commentCount': '1639'}","{'viewCount': '611916402', 'subscriberCount': '2900000', 'hiddenSubscriberCount': False, 'videoCount': '397'}"
2623,✅🔥 TABLA de POSICIONES y RESULTADOS ✅ FASE de GRUPOS Jornada 2 MUNDIAL QATAR 2022 ✅ TABLA GENERAL,FieraCrack,UC6nINsFcP_8ZtBjT-0MpFYg,2022-11-28T21:25:41Z,PT10M40S,GT,Guatemala,17,"{'viewCount': '492436', 'likeCount': '5004', 'favoriteCount': '0', 'commentCount': '129'}","{'viewCount': '5848711', 'subscriberCount': '152000', 'hiddenSubscriberCount': False, 'videoCount': '227'}"
2624,LA REVOLUCIÓN MEXICANA EN 19 MINUTOS | INFONIMADOS,Infonimados,UCE0edAKypUlvIpkMSv6Hd4w,2022-11-29T19:33:49Z,PT19M5S,GT,Guatemala,27,"{'viewCount': '186613', 'likeCount': '15254', 'favoriteCount': '0', 'commentCount': '1915'}","{'viewCount': '36036855', 'subscriberCount': '491000', 'hiddenSubscriberCount': False, 'videoCount': '26'}"
2625,"Billie Eilish: Same Interview, The Sixth Year | Vanity Fair",Vanity Fair,UCIsbLox_y9dCIMLd8tdC6qg,2022-11-28T20:00:03Z,PT21M19S,GT,Guatemala,24,"{'viewCount': '4653396', 'likeCount': '326577', 'favoriteCount': '0', 'commentCount': '12727'}","{'viewCount': '1955901473', 'subscriberCount': '3910000', 'hiddenSubscriberCount': False, 'videoCount': '2554'}"
2626,Morat - Segundos Platos (Live Performance) | Vevo,MoratVEVO,UCncmmq2xV1002xNnx9_rDhw,2022-11-28T21:00:16Z,PT4M,GT,Guatemala,10,"{'viewCount': '197147', 'likeCount': '23712', 'favoriteCount': '0', 'commentCount': '824'}","{'viewCount': '3907179858', 'subscriberCount': '1690000', 'hiddenSubscriberCount': False, 'videoCount': '82'}"
2627,Battlefield 2042 - 1 AÑO DESPUÉS,Merluso,UCZz-3Gzf2oXp1nQRDiSrYaw,2022-11-28T21:00:08Z,PT16M52S,GT,Guatemala,20,"{'viewCount': '317047', 'likeCount': '32274', 'favoriteCount': '0', 'commentCount': '1104'}","{'viewCount': '41803767', 'subscriberCount': '444000', 'hiddenSubscriberCount': False, 'videoCount': '120'}"
2628,Le Tire su Ropa a la Basura 🤬 | Invado su casa 😈 | broma a Kim Shantal | Ced Mejia,Ced Mejia,UCxN248Zg8O6eG2wGmDpe1YA,2022-11-28T22:20:34Z,PT16M9S,GT,Guatemala,24,"{'viewCount': '140434', 'likeCount': '6852', 'favoriteCount': '0', 'commentCount': '181'}","{'viewCount': '56148233', 'subscriberCount': '771000', 'hiddenSubscriberCount': False, 'videoCount': '121'}"
2629,Tráiler oficial de El Señor de los Cielos 8 | Estreno 17 de enero | Telemundo,Telemundo,UCajrNVKvG2xVlVcSr3GcsDA,2022-11-26T20:29:50Z,PT1M31S,GT,Guatemala,24,"{'viewCount': '571580', 'likeCount': '19451', 'favoriteCount': '0', 'commentCount': '1048'}","{'viewCount': '8099436397', 'subscriberCount': '13800000', 'hiddenSubscriberCount': False, 'videoCount': '18652'}"
2630,¿A QUE EDAD ME HUBIERA GUSTADO EMBARAZARME? 😱| Carol Castro,Carol Castro,UCMQzHR2-crnbcp0x8CLiYrg,2022-11-26T23:16:20Z,PT13M43S,GT,Guatemala,22,"{'viewCount': '1300211', 'likeCount': '76117', 'favoriteCount': '0', 'commentCount': '6304'}","{'viewCount': '16334938', 'subscriberCount': '525000', 'hiddenSubscriberCount': False, 'videoCount': '15'}"
2631,FUIMOS A UNA BARBERÍA TURCA EN QATAR Y ESTE FUE EL RESULTADO 🤯,Más SKabeche,UC0n5Ihqix8mEqGsjygiJk6Q,2022-11-28T23:32:50Z,PT13M40S,GT,Guatemala,24,"{'viewCount': '550299', 'likeCount': '25869', 'favoriteCount': '0', 'commentCount': '514'}","{'viewCount': '2895222667', 'subscriberCount': '12300000', 'hiddenSubscriberCount': False, 'videoCount': '674'}"
2632,Argentina vs. México (2-0) | Goles | Mundial Catar 2022,TVMAX PANAMÁ,UC1ESp-VpmbrmKHmQIu_NOMQ,2022-11-26T21:16:21Z,PT3M18S,GT,Guatemala,17,"{'viewCount': '3284161', 'likeCount': '43745', 'favoriteCount': '0', 'commentCount': '1117'}","{'viewCount': '10367998', 'subscriberCount': '50500', 'hiddenSubscriberCount': False, 'videoCount': '1335'}"
2633,"Cabareteando.- Santiago, Chile 2",Franco Escamilla,UCUjrDJokSX8JavRwy5iUOkA,2022-11-27T19:30:06Z,PT26M6S,GT,Guatemala,23,"{'viewCount': '1252542', 'likeCount': '51460', 'favoriteCount': '0', 'commentCount': '858'}","{'viewCount': '3662136831', 'subscriberCount': '11800000', 'hiddenSubscriberCount': False, 'videoCount': '2223'}"
2634,TOP: Los 7 partidos más violentos en la historia del fútbol,DrossRotzank,UCNYW2vfGrUE6R5mIJYzkRyQ,2022-11-27T21:00:05Z,PT21M49S,GT,Guatemala,24,"{'viewCount': '1429896', 'likeCount': '102082', 'favoriteCount': '0', 'commentCount': '6640'}","{'viewCount': '5816440340', 'subscriberCount': '22700000', 'hiddenSubscriberCount': False, 'videoCount': '1530'}"
2635,El Último en Dejar el Tesla se lo Queda,MrBeast en Español,UCNAhW2oJvy_FUU082pEDspA,2022-11-27T23:20:51Z,PT18M21S,GT,Guatemala,24,"{'viewCount': '4102542', 'likeCount': '184423', 'favoriteCount': '0', 'commentCount': '5299'}","{'viewCount': '2817469229', 'subscriberCount': '22900000', 'hiddenSubscriberCount': False, 'videoCount': '84'}"
2636,Montserrat y Dimitrio repudian a Graciela | Lo que la vida me robó 1/6 | C-105 | tlnovelas,Tlnovelas,UCKyU-wd-KY4PMOcOpPQgQcw,2022-11-26T01:00:14Z,PT10M32S,GT,Guatemala,24,"{'viewCount': '894382', 'likeCount': '7759', 'favoriteCount': '0', 'commentCount': '237'}","{'viewCount': '13596815582', 'subscriberCount': '20300000', 'hiddenSubscriberCount': False, 'videoCount': '32757'}"
2637,La Forma En Que Me Miras,Super Yei - Topic,UCzjcoe1imbEiZQAA32csbQg,2022-11-17T19:34:56Z,PT5M4S,GT,Guatemala,10,"{'viewCount': '2082880', 'likeCount': '21511', 'favoriteCount': '0', 'commentCount': '0'}","{'viewCount': '64280202', 'subscriberCount': '172000', 'hiddenSubscriberCount': False, 'videoCount': '13'}"
2638,COSTA RICA vs JAPÓN | MUNDIAL de QATAR 2022 ⚽️ Resumen del partido,Infobae,UCvsU0EGXN7Su7MfNqcTGNHg,2022-11-27T13:31:27Z,PT2M47S,GT,Guatemala,25,"{'viewCount': '1043813', 'likeCount': '8045', 'favoriteCount': '0', 'commentCount': '902'}","{'viewCount': '175970746', 'subscriberCount': '675000', 'hiddenSubscriberCount': False, 'videoCount': '10156'}"
2639,[슈취타] 슈가와 취하는 타임 TEASER,BANGTANTV,UCLkAepWjdylmXSltofFvsYQ,2022-11-28T12:00:00Z,PT54S,GT,Guatemala,10,"{'viewCount': '1983886', 'likeCount': '474447', 'favoriteCount': '0', 'commentCount': '19831'}","{'viewCount': '18647480348', 'subscriberCount': '72200000', 'hiddenSubscriberCount': False, 'videoCount': '1863'}"
2640,Natanael Cano x Gabito Ballesteros x Peso Pluma - AMG,Natanael Cano,UCW2_ESwKrYgSjqQjrR09n0g,2022-11-25T00:56:15Z,PT3M10S,GT,Guatemala,10,"{'viewCount': '3226393', 'likeCount': '126097', 'favoriteCount': '0', 'commentCount': '3509'}","{'viewCount': '1053753460', 'subscriberCount': '2400000', 'hiddenSubscriberCount': False, 'videoCount': '21'}"
2641,Argentina 2 - México 0 | REACCIÓN desde el ESTADIO en QATAR ⚽️ *mundial 2022*,Alaska,UC3VcdhLGeuUIOmj4eAu1xwQ,2022-11-27T02:01:58Z,PT18M34S,GT,Guatemala,22,"{'viewCount': '634981', 'likeCount': '31470', 'favoriteCount': '0', 'commentCount': '3668'}","{'viewCount': '59776503', 'subscriberCount': '772000', 'hiddenSubscriberCount': False, 'videoCount': '204'}"
2642,JS4E,Arcangel - Topic,UCVcAt8IIKIeubRSigcYXgtA,2022-11-21T04:01:41Z,PT3M58S,GT,Guatemala,10,"{'viewCount': '1777083', 'likeCount': '57284', 'favoriteCount': '0', 'commentCount': '25'}","{'viewCount': '552919425', 'subscriberCount': '404000', 'hiddenSubscriberCount': False, 'videoCount': '455'}"
2643,FUI A 3 PARTIDOS DEL MUNDIAL EN 24 HORAS! *Fede en Qatar*,Fede Vigevani,UCoQm-PeHC-cbJclKJYJ8LzA,2022-11-27T01:54:13Z,PT16M5S,GT,Guatemala,17,"{'viewCount': '2994367', 'likeCount': '125606', 'favoriteCount': '0', 'commentCount': '8148'}","{'viewCount': '5357022047', 'subscriberCount': '16900000', 'hiddenSubscriberCount': False, 'videoCount': '921'}"
2644,among us pero tenemos que poner 3 impostores porque sino no ganan ni de coña,Auron,UCFR2oaNj02WnXkOgLH0iqOA,2022-11-26T22:07:31Z,PT35M28S,GT,Guatemala,20,"{'viewCount': '2181410', 'likeCount': '135272', 'favoriteCount': '0', 'commentCount': '1508'}","{'viewCount': '2868539145', 'subscriberCount': '14000000', 'hiddenSubscriberCount': False, 'videoCount': '803'}"
2645,ARGENTINA vs MÉXICO ⚽,JuanSGuarnizo,UCdvyCPDTkkfd4MwqD7ZkGgg,2022-11-27T00:02:08Z,PT15M52S,GT,Guatemala,24,"{'viewCount': '1080431', 'likeCount': '82375', 'favoriteCount': '0', 'commentCount': '3143'}","{'viewCount': '547779584', 'subscriberCount': '6080000', 'hiddenSubscriberCount': False, 'videoCount': '201'}"
2646,"Entré a MEX vs ARGENTINA! a hacer corajes, ver gol de Messi y saludar a: Kikin, Tania, Slobo y más",PelucheEn ElEstuche,UCQinRuAywuE2gH20gBBv1Mg,2022-11-27T09:18:17Z,PT19M40S,GT,Guatemala,24,"{'viewCount': '1499016', 'likeCount': '36277', 'favoriteCount': '0', 'commentCount': '1988'}","{'viewCount': '1780523398', 'subscriberCount': '9190000', 'hiddenSubscriberCount': False, 'videoCount': '787'}"
2647,¡ESCONDITE EXTREMO de 1 PIXEL en MINECRAFT! 😂 El escondite en Minecraft con mods,ElTrollino,UCI2FmVp--YL8d7iVFt8mmxg,2022-11-24T20:00:08Z,PT13M43S,GT,Guatemala,20,"{'viewCount': '1875211', 'likeCount': '75859', 'favoriteCount': '0', 'commentCount': '2405'}","{'viewCount': '5729257729', 'subscriberCount': '18600000', 'hiddenSubscriberCount': False, 'videoCount': '1534'}"
2648,✅ 10 Historias VERGONZOSAS de #Minecraft (Real) 😳,Bobicraft,UCMQOumrt3C7fFRT8oBc436Q,2022-11-26T22:01:37Z,PT15M45S,GT,Guatemala,20,"{'viewCount': '1137142', 'likeCount': '53643', 'favoriteCount': '0', 'commentCount': '2515'}","{'viewCount': '1973853630', 'subscriberCount': '5130000', 'hiddenSubscriberCount': False, 'videoCount': '1543'}"
2649,NOS TATUAMOS JUNTOS POR PRIMERA VEZ !!,YOLO AVENTURAS,UCOnIJiQuk1fDSp6p1GCZy3A,2022-11-26T21:00:10Z,PT9M26S,GT,Guatemala,24,"{'viewCount': '1025703', 'likeCount': '68978', 'favoriteCount': '0', 'commentCount': '3668'}","{'viewCount': '5213622286', 'subscriberCount': '20400000', 'hiddenSubscriberCount': False, 'videoCount': '1145'}"
2650,"La ""caída"" de Pokémon",Joseju,UCzDI_VuYb14FLu9f8uXOeSA,2022-11-25T15:34:35Z,PT10M26S,GT,Guatemala,20,"{'viewCount': '316442', 'likeCount': '35875', 'favoriteCount': '0', 'commentCount': '1686'}","{'viewCount': '175447059', 'subscriberCount': '910000', 'hiddenSubscriberCount': False, 'videoCount': '224'}"
2651,RM '들꽃놀이 (with 조유진)' Official Teaser,HYBE LABELS,UC3IZKseVpdzPSBaWxBxundA,2022-11-30T15:00:00Z,PT51S,HN,Honduras,10,"{'viewCount': '912032', 'likeCount': '402834', 'favoriteCount': '0', 'commentCount': '21492'}","{'viewCount': '25316965290', 'subscriberCount': '69000000', 'hiddenSubscriberCount': False, 'videoCount': '1038'}"
2652,ITZY “Cheshire” M/V @ITZY,JYP Entertainment,UCaO6TYtlC8U5ttz62hTrZgg,2022-11-30T08:58:09Z,PT3M8S,HN,Honduras,10,"{'viewCount': '3375142', 'likeCount': '537433', 'favoriteCount': '0', 'commentCount': '30971'}","{'viewCount': '18109940685', 'subscriberCount': '26000000', 'hiddenSubscriberCount': False, 'videoCount': '1592'}"
2653,[2022 MAMA] j-hope - MORE + Arson | Mnet 221130 방송,Mnet K-POP,UCbD8EppRX3ZwJSou-TVo90A,2022-11-30T12:44:35Z,PT6M51S,HN,Honduras,20,"{'viewCount': '1091101', 'likeCount': '221387', 'favoriteCount': '0', 'commentCount': '8964'}","{'viewCount': '13666807480', 'subscriberCount': '20000000', 'hiddenSubscriberCount': False, 'videoCount': '29735'}"
2654,SOBREVIVÍ 100 DÍAS en POPPY'S PLAYTIME  en MINECRAFT HARDCORE!,MaxCraft Español,UCz1bbUNtuEjBlhxy-vUXpaA,2022-11-29T16:00:04Z,PT35M1S,HN,Honduras,22,"{'viewCount': '925617', 'likeCount': '33065', 'favoriteCount': '0', 'commentCount': '485'}","{'viewCount': '70327044', 'subscriberCount': '514000', 'hiddenSubscriberCount': False, 'videoCount': '16'}"
2655,RESULTADOS y TABLA DE POSICIONES HOY Mundial QATAR 2022 Dia 10,DaniFut,UCfa8xQbAJPAqFcmAP9f-JBg,2022-11-29T22:10:57Z,PT9M21S,HN,Honduras,17,"{'viewCount': '209636', 'likeCount': '4377', 'favoriteCount': '0', 'commentCount': '114'}","{'viewCount': '71702526', 'subscriberCount': '223000', 'hiddenSubscriberCount': False, 'videoCount': '1808'}"
2656,SOBREVIVIENDO con 1$ en QATAR por 30 DÍAS  -  DÍA 3,YOLO AVENTURAS,UCOnIJiQuk1fDSp6p1GCZy3A,2022-11-29T20:00:09Z,PT8M16S,HN,Honduras,24,"{'viewCount': '1087869', 'likeCount': '38673', 'favoriteCount': '0', 'commentCount': '2185'}","{'viewCount': '5213622286', 'subscriberCount': '20400000', 'hiddenSubscriberCount': False, 'videoCount': '1145'}"
2657,SALOMÉ - Carlos Feria x Adrilatina (Official Video),Carlos Feria Music,UCj2NZE0qztCmMLWkbVZjQVg,2022-11-29T00:00:10Z,PT2M55S,HN,Honduras,10,"{'viewCount': '601377', 'likeCount': '81010', 'favoriteCount': '0', 'commentCount': '4626'}","{'viewCount': '13308537', 'subscriberCount': '476000', 'hiddenSubscriberCount': False, 'videoCount': '14'}"
2658,"Feid, Yandel - XQ Te Pones Así (Official Video)",FeidVEVO,UCRHZrsFKNop3EHMoWkgdccg,2022-11-30T02:00:13Z,PT3M30S,HN,Honduras,10,"{'viewCount': '597942', 'likeCount': '58647', 'favoriteCount': '0', 'commentCount': '1743'}","{'viewCount': '2405173421', 'subscriberCount': '195000', 'hiddenSubscriberCount': False, 'videoCount': '104'}"
2659,Paulo Londra - Ojalá (Official Video),Paulo Londra,UCzI7wZyqk7jpXWT_MILjepw,2022-11-29T22:00:07Z,PT2M53S,HN,Honduras,10,"{'viewCount': '821360', 'likeCount': '124107', 'favoriteCount': '0', 'commentCount': '4306'}","{'viewCount': '7415884227', 'subscriberCount': '22100000', 'hiddenSubscriberCount': False, 'videoCount': '57'}"
2660,PORTUGAL vs URUGUAY | MUNDIAL de QATAR 2022 ⚽️ Resumen del partido,Infobae,UCvsU0EGXN7Su7MfNqcTGNHg,2022-11-28T21:23:23Z,PT2M57S,HN,Honduras,25,"{'viewCount': '966396', 'likeCount': '7315', 'favoriteCount': '0', 'commentCount': '865'}","{'viewCount': '175970746', 'subscriberCount': '675000', 'hiddenSubscriberCount': False, 'videoCount': '10156'}"
2661,Super Mario Bros. La Película - Tráiler Oficial (Universal Pictures) HD,Universal Pictures México,UCuON8B3q1FMIOSE-0sbC_rQ,2022-11-29T22:10:55Z,PT2M14S,HN,Honduras,1,"{'viewCount': '990871', 'likeCount': '58196', 'favoriteCount': '0', 'commentCount': '0'}","{'viewCount': '328205222', 'subscriberCount': '1490000', 'hiddenSubscriberCount': False, 'videoCount': '238'}"
2662,AQUÍ LES MUESTRO MI NUEVO CARRO 2023 ASÍ DE PERRO ESTA‼️ (LOS TOYS)!,EL GORDO ARCE,UCk7_gBf8MUkkEaze-P7yu-Q,2022-11-30T02:26:01Z,PT21M6S,HN,Honduras,22,"{'viewCount': '284294', 'likeCount': '24057', 'favoriteCount': '0', 'commentCount': '1808'}","{'viewCount': '83615881', 'subscriberCount': '725000', 'hiddenSubscriberCount': False, 'videoCount': '177'}"
2663,Nintendo Direct: Super Mario Bros.: La Película – 29 de noviembre de 2022 (2.º tráiler),Nintendo España,UC7jT5YnTBAOf2JTRrCR0K6g,2022-11-29T22:13:53Z,PT40M11S,HN,Honduras,1,"{'viewCount': '281731', 'likeCount': '18650', 'favoriteCount': '0'}","{'viewCount': '296854449', 'subscriberCount': '652000', 'hiddenSubscriberCount': False, 'videoCount': '2729'}"
2664,ME ENFRENTO A BOXY BOO EN POPPY PLAYTIME CHAPTER 2 | PROJECT PLAYTIME VS POPPY PLAYTIME | JONDRES GC,Jondres Gc,UCEtD_nOAZeTzb5dcln-ljOA,2022-11-29T19:34:02Z,PT17M22S,HN,Honduras,24,"{'viewCount': '527113', 'likeCount': '15983', 'favoriteCount': '0', 'commentCount': '1473'}","{'viewCount': '315544903', 'subscriberCount': '1110000', 'hiddenSubscriberCount': False, 'videoCount': '168'}"
2665,Poniendo a prueba leyes extremistas de QATAR | ¿Son tan estrictos como dicen? 🇶🇦,Luisito Comunica,UCECJDeK0MNapZbpaOzxrUPA,2022-11-28T20:12:45Z,PT20M35S,HN,Honduras,24,"{'viewCount': '3716659', 'likeCount': '138029', 'favoriteCount': '0', 'commentCount': '3937'}","{'viewCount': '8052545479', 'subscriberCount': '39700000', 'hiddenSubscriberCount': False, 'videoCount': '1184'}"
2666,¿Por qué se separó el TEAM QUEEN?  ¿TEAM QUEEN 2.0? - Reencuentro,Kika Nieto ,UC67qfftymkxZk_3aWOklaaA,2022-11-28T22:46:49Z,PT54M33S,HN,Honduras,26,"{'viewCount': '581413', 'likeCount': '38574', 'favoriteCount': '0', 'commentCount': '2595'}","{'viewCount': '884100866', 'subscriberCount': '7870000', 'hiddenSubscriberCount': False, 'videoCount': '408'}"
